image_urls,images,price,title 
http://books.toscrape.com//media/cache/03/2c/032c97318d71f028d40ab6f5d2ae023f.jpg,"[{'url': 'http://books.toscrape.com//media/cache/03/2c/032c97318d71f028d40ab6f5d2ae023f.jpg', 'path': 'full/ff45e2953acf27ed29f2c79a7473084716ac01eb.jpg', 'checksum': '3e725182aabff6e8a3594e1fb22ce5cf'}]",£49.32,Brain on Fire: My Month of Madness
http://books.toscrape.com//media/cache/db/36/db3686ef6b30490998c1b24dbdf730d8.jpg,"[{'url': 'http://books.toscrape.com//media/cache/db/36/db3686ef6b30490998c1b24dbdf730d8.jpg', 'path': 'full/c7d1d7f015a566e8a977066a07342a4820f102af.jpg', 'checksum': '42e61e8ffb40bf75a735580cf1c7548d'}]",£37.80,Buying In: The Secret Dialogue Between What We Buy and Who We Are
http://books.toscrape.com//media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg,"[{'url': 'http://books.toscrape.com//media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg', 'path': 'full/bb5881ae5e3314ffa2aa46081e83b7d320068cfe.jpg', 'checksum': '6cff0e85a7c1102c47d13246777596b9'}]",£28.01,Barefoot Contessa Back to Basics
http://books.toscrape.com//media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg,"[{'url': 'http://books.toscrape.com//media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg', 'path': 'full/ce812feddf962d0bb3ab2e89a7f227da89eeedfe.jpg', 'checksum': '106980467289209e035108e451a7b56b'}]",£31.85,"Carry On, Warrior: Thoughts on Life Unarmed"
http://books.toscrape.com//media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg,"[{'url': 'http://books.toscrape.com//media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg', 'path': 'full/4e8b3bf082f5ecf15b6864b181ece836845cf069.jpg', 'checksum': '082206879bd375d15be099e742f95126'}]",£20.29,Cell
http://books.toscrape.com//media/cache/f0/90/f090a59e89a8d38bb1bcdc2137b18262.jpg,"[{'url': 'http://books.toscrape.com//media/cache/f0/90/f090a59e89a8d38bb1bcdc2137b18262.jpg', 'path': 'full/e6db321d7c364c5dc5647aa995d5b20214cbb789.jpg', 'checksum': '0dbbcdea88bbc66fe23e01e0829be8f9'}]",£47.27,City of Ashes (The Mortal Instruments #2)
http://books.toscrape.com//media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg,"[{'url': 'http://books.toscrape.com//media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg', 'path': 'full/d559a4c63bfc3fe3ad664833723b31b51471a097.jpg', 'checksum': '7301f7fc6d79bddc103025f3db38e42b'}]",£46.23,Carrie
http://books.toscrape.com//media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg,"[{'url': 'http://books.toscrape.com//media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg', 'path': 'full/9b436cd7c977d397ac106c5bbb700af07c329232.jpg', 'checksum': 'fd6634a1fb22685b56ea4dd687ec846d'}]",£50.83,Catching Jordan (Hundred Oaks)
http://books.toscrape.com//media/cache/7e/98/7e987ded586edb92faf57a0af78f1498.jpg,"[{'url': 'http://books.toscrape.com//media/cache/7e/98/7e987ded586edb92faf57a0af78f1498.jpg', 'path': 'full/7b360963dad002841fed626ebfe8b2c1353053eb.jpg', 'checksum': 'c7c5013aa150cdebb2d67003fa77a920'}]",£43.28,City of Bones (The Mortal Instruments #1)
http://books.toscrape.com//media/cache/98/df/98df70802a22c17dac6026645da4ab87.jpg,"[{'url': 'http://books.toscrape.com//media/cache/98/df/98df70802a22c17dac6026645da4ab87.jpg', 'path': 'full/d0264c849e96d1e2bd8371de67d522fea068199b.jpg', 'checksum': '6bd900caf6b8619439ef873b431ec0a1'}]",£46.29,The Silent Sister (Riley MacPherson #1)
http://books.toscrape.com//media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg,"[{'url': 'http://books.toscrape.com//media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg', 'path': 'full/32faec3f8937313e2cc2d8ebc669ec575f47cda2.jpg', 'checksum': '61858641ebfc98d086601b0eb26f3fb0'}]",£37.55,Tipping Point for Planet Earth: How Close Are We to the Edge?
http://books.toscrape.com//media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg,"[{'url': 'http://books.toscrape.com//media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg', 'path': 'full/021874c8168b4a78a959ca1d9e6af8624450a0ae.jpg', 'checksum': '049d014f12d0284358d655b1ce89eac7'}]",£13.86,Will You Won't You Want Me?
http://books.toscrape.com//media/cache/db/8d/db8dda82c57fd0c2b466d40c04ed6075.jpg,"[{'url': 'http://books.toscrape.com//media/cache/db/8d/db8dda82c57fd0c2b466d40c04ed6075.jpg', 'path': 'full/fe81e1aa726e084479124885dd6a02946b61ddaf.jpg', 'checksum': '548ded20b00880a4dc94ecb7e205d0d9'}]",£27.06,13 Hours: The Inside Account of What Really Happened In Benghazi
http://books.toscrape.com//media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg,"[{'url': 'http://books.toscrape.com//media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg', 'path': 'full/caf4e4458a31dd3d005c1365f7eef7e45dfa13c9.jpg', 'checksum': '474d953c098224e1d837240bff132e10'}]",£11.53,My Kitchen Year: 136 Recipes That Saved My Life
http://books.toscrape.com//media/cache/21/46/2146903b83225c6a74b42a0f19a54e5d.jpg,"[{'url': 'http://books.toscrape.com//media/cache/21/46/2146903b83225c6a74b42a0f19a54e5d.jpg', 'path': 'full/af3219223e377b1d5e0f21e858cacf0d3bdeaed6.jpg', 'checksum': '479edafe113e737605e4161fa481b0cc'}]",£11.23,City of Fallen Angels (The Mortal Instruments #4)
http://books.toscrape.com//media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg,"[{'url': 'http://books.toscrape.com//media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg', 'path': 'full/8247bf83c11447209b47d6952dff6336c5f8152a.jpg', 'checksum': '1e696d9e6ed7455893c398e151f15c77'}]",£38.73,Searching for Meaning in Gailana
http://books.toscrape.com//media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg,"[{'url': 'http://books.toscrape.com//media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg', 'path': 'full/5927289510b7748cf2c1a37d60067ca1321cc4ca.jpg', 'checksum': 'd8bbbd8bcc681e68740f6b5cb722ecc8'}]",£32.30,The Star-Touched Queen
http://books.toscrape.com//media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg,"[{'url': 'http://books.toscrape.com//media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg', 'path': 'full/c8f9272ae7db5b30cb1c9fc697eca9c5423327b8.jpg', 'checksum': '4b4911fba7ed6696adb3f5335ec5de84'}]",£37.86,Rook
http://books.toscrape.com//media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg,"[{'url': 'http://books.toscrape.com//media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg', 'path': 'full/a003f7f5e721d1820380502c15b4433a63901203.jpg', 'checksum': 'b68b3dd05313e62ac1598921cd1893d5'}]",£55.51,A Brush of Wings (Angels Walking #3)
http://books.toscrape.com//media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg,"[{'url': 'http://books.toscrape.com//media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg', 'path': 'full/1bccba9135642c2532f31253a31388744b7dd9a0.jpg', 'checksum': 'c9f8ddcdfcef3d44045c1e93c1ca2c8a'}]",£13.33,"The Three Searches, Meaning, and the Story"
http://books.toscrape.com//media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg,"[{'url': 'http://books.toscrape.com//media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg', 'path': 'full/769eca7384cc57aa1d1390ce3fbccfdcce601df3.jpg', 'checksum': 'd4504213f7a803071ffe5adac754ec6e'}]",£21.80,1491: New Revelations of the Americas Before Columbus
http://books.toscrape.com//media/cache/43/19/4319716fa8ee2c315d07dc3c9c6762d2.jpg,"[{'url': 'http://books.toscrape.com//media/cache/43/19/4319716fa8ee2c315d07dc3c9c6762d2.jpg', 'path': 'full/80ddc5df8304a5d478a05d353bd7b9e2cbcf9710.jpg', 'checksum': '2e46667d40d473a8017521c8001126fe'}]",£58.32,How to Speak Golf: An Illustrated Guide to Links Lingo
http://books.toscrape.com//media/cache/fa/b5/fab5e650b19b76c5f5d1ce3a626376b1.jpg,"[{'url': 'http://books.toscrape.com//media/cache/fa/b5/fab5e650b19b76c5f5d1ce3a626376b1.jpg', 'path': 'full/f67384b007d58f0020a72009059c623557731416.jpg', 'checksum': '2feb889fa3c5d2fe4e60d22200534de6'}]",£35.28,Most Wanted
http://books.toscrape.com//media/cache/19/74/19748437aac103dbdeb1918062728726.jpg,"[{'url': 'http://books.toscrape.com//media/cache/19/74/19748437aac103dbdeb1918062728726.jpg', 'path': 'full/60c3880e3986bd882d9c5906f8dc167f4001150f.jpg', 'checksum': 'a6e1b13af6b9eb88f39892846497bec5'}]",£54.36,Murder at the 42nd Street Library (Raymond Ambler #1)
http://books.toscrape.com//media/cache/98/f8/98f8b3354fc18ed6f42ff5c3f9b39056.jpg,"[{'url': 'http://books.toscrape.com//media/cache/98/f8/98f8b3354fc18ed6f42ff5c3f9b39056.jpg', 'path': 'full/a8d1dd86331b070772c06c9a75cc5926967e90e7.jpg', 'checksum': '5f3ed69419e5c0a56589fd62d5632611'}]",£15.71,One with You (Crossfire #5)
http://books.toscrape.com//media/cache/5c/19/5c19785278eaa6bf984ce6659847abc3.jpg,"[{'url': 'http://books.toscrape.com//media/cache/5c/19/5c19785278eaa6bf984ce6659847abc3.jpg', 'path': 'full/4ea935dd36032bc55fa2bb62e34d1a737f34bd7c.jpg', 'checksum': '8d30ff746496d8054f428bed1ec22e3a'}]",£20.55,"Love, Lies and Spies"
http://books.toscrape.com//media/cache/41/e1/41e1fc6ac1122d77a6308544dba8c21e.jpg,"[{'url': 'http://books.toscrape.com//media/cache/41/e1/41e1fc6ac1122d77a6308544dba8c21e.jpg', 'path': 'full/e94e4901b766eb15d9db233768f42f0d1f251c60.jpg', 'checksum': '79558becb9d3dbf76f01fa5a5477fc4f'}]",£54.65,No Love Allowed (Dodge Cove #1)
http://books.toscrape.com//media/cache/8d/52/8d52227d29e03695ef755620078b7815.jpg,"[{'url': 'http://books.toscrape.com//media/cache/8d/52/8d52227d29e03695ef755620078b7815.jpg', 'path': 'full/25b8674ccd9781bc1d84f7abbe3d4e418ad6abf1.jpg', 'checksum': 'd558bae49a33248c0a75289a313ed0ef'}]",£26.80,Poisonous (Max Revere Novels #3)
http://books.toscrape.com//media/cache/91/98/9198cedbd37561f2aa343d3eb04ee703.jpg,"[{'url': 'http://books.toscrape.com//media/cache/91/98/9198cedbd37561f2aa343d3eb04ee703.jpg', 'path': 'full/ebe07398f535ab289fd72ccbac13a1ef85885095.jpg', 'checksum': 'f94461eb495461eeab9c81de109a536e'}]",£36.97,Psycho: Sanitarium (Psycho #1.5)
http://books.toscrape.com//media/cache/47/a4/47a4a73d7e52e43ea0550ddd5d9ed034.jpg,"[{'url': 'http://books.toscrape.com//media/cache/47/a4/47a4a73d7e52e43ea0550ddd5d9ed034.jpg', 'path': 'full/f3b1de5cb39f237cb4533d2e464e238fabd13fc9.jpg', 'checksum': 'f572e967e10865232e276d5b2db53a0e'}]",£49.67,Raspberry Pi Electronics Projects for the Evil Genius
http://books.toscrape.com//media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg,"[{'url': 'http://books.toscrape.com//media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg', 'path': 'full/9ccd33a76b3aceef31e3ddb8ee18025eb1450e8a.jpg', 'checksum': '340ceead710a667f49804a120212fdcb'}]",£59.90,The Diary of a Young Girl
http://books.toscrape.com//media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg,"[{'url': 'http://books.toscrape.com//media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg', 'path': 'full/ee174a87c4ab503fe676f8e8db30942db9b0bc21.jpg', 'checksum': '195f575622ded26434e6a401a2828172'}]",£56.54,The Dinner Party
http://books.toscrape.com//media/cache/fe/1a/fe1afbd5caf79c3c957bfc5cf46f141e.jpg,"[{'url': 'http://books.toscrape.com//media/cache/fe/1a/fe1afbd5caf79c3c957bfc5cf46f141e.jpg', 'path': 'full/59f74e190cf04670b04daa40ba3aa2477f4069bd.jpg', 'checksum': '68fa598f4cb823c0aa2d137d5a6c3e1a'}]",£43.14,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two
http://books.toscrape.com//media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg,"[{'url': 'http://books.toscrape.com//media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg', 'path': 'full/042b22af53347457d1efe138f15d553a863aeb14.jpg', 'checksum': 'fee9e1be5ecee29d01e12b0912dd0113'}]",£21.21,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas
http://books.toscrape.com//media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg,"[{'url': 'http://books.toscrape.com//media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg', 'path': 'full/d210c84ed41fcfdfe9d6808ab893e8499f079aed.jpg', 'checksum': 'd4e40edeb0d503264d55902b54755674'}]",£48.05,Stars Above (The Lunar Chronicles #4.5)
http://books.toscrape.com//media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg,"[{'url': 'http://books.toscrape.com//media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg', 'path': 'full/0275bc951d13654d42a9b8924c6afbb98e9017d2.jpg', 'checksum': '081c6098d4335d9c552a3ce76d9d3d87'}]",£14.44,The Epidemic (The Program 0.6)
http://books.toscrape.com//media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg,"[{'url': 'http://books.toscrape.com//media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg', 'path': 'full/55b2bc87dfa470fde0b73901bfb21df62affacf3.jpg', 'checksum': '5ef2383cca3a60985163c6f9d505a20e'}]",£11.88,The Children
http://books.toscrape.com//media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,"[{'url': 'http://books.toscrape.com//media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg', 'path': 'full/a8d3e6c2eed1f0fa06f3a2d37fd377f05bd2c7b4.jpg', 'checksum': '43433c4833d75c1e000c01cb51fe96c0'}]",£39.43,The Golden Condom: And Other Essays on Love Lost and Found
http://books.toscrape.com//media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg,"[{'url': 'http://books.toscrape.com//media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg', 'path': 'full/a634bdb7fd89182083fab2120cb52eb2fa82819a.jpg', 'checksum': 'c25a2d6179ae62261ae30ff51ca4913b'}]",£59.15,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore
http://books.toscrape.com//media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg,"[{'url': 'http://books.toscrape.com//media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg', 'path': 'full/2a2161e083ecf8f5f17af2bacb69dacef3a1d790.jpg', 'checksum': '32a4db49b7d35379124b3cb67606458a'}]",£33.26,The Lonely City: Adventures in the Art of Being Alone
http://books.toscrape.com//media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,"[{'url': 'http://books.toscrape.com//media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg', 'path': 'full/71b9c4b68a016a92b7f1b233f7103d8980456fe4.jpg', 'checksum': 'c0d7a6501a69e5a3006514e0cf85ec8c'}]",£26.20,The Midnight Watch: A Novel of the Titanic and the Californian
http://books.toscrape.com//media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg,"[{'url': 'http://books.toscrape.com//media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg', 'path': 'full/b4b5b763b03adca8717bcef383951aab231dc706.jpg', 'checksum': 'a8300fd5a3a96c256502c24971a21f21'}]",£14.58,A Distant Mirror: The Calamitous 14th Century
http://books.toscrape.com//media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg,"[{'url': 'http://books.toscrape.com//media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg', 'path': 'full/e5b24365b2c29fcee7a83d50eaf5fc2154e598f3.jpg', 'checksum': '6cf79bb9ae945a98ee42d8dd2b7ba47b'}]",£40.79,A People's History of the United States
http://books.toscrape.com//media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg,"[{'url': 'http://books.toscrape.com//media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg', 'path': 'full/edc859ce41f1e4ca3b4a0cccde0b3280cdfd5ade.jpg', 'checksum': 'b5bd40d5ecbf7bfa445aca50468ec6c8'}]",£39.72,A Man Called Ove
http://books.toscrape.com//media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg,"[{'url': 'http://books.toscrape.com//media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg', 'path': 'full/6a419b3b2fa16e1f6057b499c5dbc1dedb30fa4f.jpg', 'checksum': '792daab9c18e4900269df97ca658f83b'}]",£56.48,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer"
http://books.toscrape.com//media/cache/09/02/0902666ade8ab8183363e53c108e5069.jpg,"[{'url': 'http://books.toscrape.com//media/cache/09/02/0902666ade8ab8183363e53c108e5069.jpg', 'path': 'full/bebbc355d9b570da8279a26473d19aa40be22787.jpg', 'checksum': 'f0415ff6f942ee68b01a8bfc209eb605'}]",£13.71,Playing with Fire
http://books.toscrape.com//media/cache/bc/21/bc214639946c501cd70ff6b752439c76.jpg,"[{'url': 'http://books.toscrape.com//media/cache/bc/21/bc214639946c501cd70ff6b752439c76.jpg', 'path': 'full/497f90c7e654f3bc0df681622be115733894c87f.jpg', 'checksum': 'ac22a72e87ec7511fcea550a4718f4a8'}]",£47.67,Off the Hook (Fishing for Trouble #1)
http://books.toscrape.com//media/cache/79/84/7984ef7c568a60372f430c1ddae64034.jpg,"[{'url': 'http://books.toscrape.com//media/cache/79/84/7984ef7c568a60372f430c1ddae64034.jpg', 'path': 'full/dca182e43959858d828fef61dddd9a9b8f13f7dc.jpg', 'checksum': '25a7f07c5b6bb669feeeb04fdda3d268'}]",£49.71,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!
http://books.toscrape.com//media/cache/dd/89/dd8974991a279418738f38d5561979c4.jpg,"[{'url': 'http://books.toscrape.com//media/cache/dd/89/dd8974991a279418738f38d5561979c4.jpg', 'path': 'full/48b54b48697a9abb1298c6773dda30e29bed1468.jpg', 'checksum': '9cc8428297288fd56e0ec4f50459b3bb'}]",£24.57,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works"
http://books.toscrape.com//media/cache/4c/4c/4c4ce2398c6ad6c074e8061f739964cc.jpg,"[{'url': 'http://books.toscrape.com//media/cache/4c/4c/4c4ce2398c6ad6c074e8061f739964cc.jpg', 'path': 'full/3df23c4c21a11e1db895ee1b271f5b888f594b8d.jpg', 'checksum': '2347cbd63b71c1e6192884bf6dbba46e'}]",£48.48,11/22/63
http://books.toscrape.com//media/cache/82/aa/82aa7770711dfc5edc1f5f69a731d08b.jpg,"[{'url': 'http://books.toscrape.com//media/cache/82/aa/82aa7770711dfc5edc1f5f69a731d08b.jpg', 'path': 'full/dd7f8974a74ce3370f6e56e1015049075680cd5a.jpg', 'checksum': '2cac5f836e0c8b59a13891d1c22b6fb3'}]",£14.75,A Gentleman's Position (Society of Gentlemen #3)
http://books.toscrape.com//media/cache/32/86/32861b2d37c7b8da7bbce3a86a27123b.jpg,"[{'url': 'http://books.toscrape.com//media/cache/32/86/32861b2d37c7b8da7bbce3a86a27123b.jpg', 'path': 'full/7587e86a80e0c518b86859c2190c88379506fa04.jpg', 'checksum': '35764d98829f089423c75f1524670f86'}]",£19.53,A Mother's Reckoning: Living in the Aftermath of Tragedy
http://books.toscrape.com//media/cache/f1/3b/f13bef3f1e05d0837bb46956a7a928f1.jpg,"[{'url': 'http://books.toscrape.com//media/cache/f1/3b/f13bef3f1e05d0837bb46956a7a928f1.jpg', 'path': 'full/16ae82070c7129b2471dd4248cfca0b143b31704.jpg', 'checksum': 'fade511828e3f9aae59edde4172abaea'}]",£20.88,Adultery
http://books.toscrape.com//media/cache/9f/e7/9fe7f6432f216b166cb36f16130f20f6.jpg,"[{'url': 'http://books.toscrape.com//media/cache/9f/e7/9fe7f6432f216b166cb36f16130f20f6.jpg', 'path': 'full/e84a12ca64f53c42c67dd19a98c9e468e65ecfa8.jpg', 'checksum': '1e65251fe69d0f8387e4394ceab8adfe'}]",£21.59,Born for This: How to Find the Work You Were Meant to Do
http://books.toscrape.com//media/cache/7d/b4/7db4a7faaa0ea5134cabbb517bdd6cc7.jpg,"[{'url': 'http://books.toscrape.com//media/cache/7d/b4/7db4a7faaa0ea5134cabbb517bdd6cc7.jpg', 'path': 'full/639eabf2492732e470abdb6254e26bb31970fe4a.jpg', 'checksum': '13e3205d9e4473bff5b93a311980ffc3'}]",£20.50,Cravings: Recipes for What You Want to Eat
http://books.toscrape.com//media/cache/01/c5/01c50c5f341b8f1d030e9dffba5e5498.jpg,"[{'url': 'http://books.toscrape.com//media/cache/01/c5/01c50c5f341b8f1d030e9dffba5e5498.jpg', 'path': 'full/199e3114c24aa4101861f5d064b49f21a4db0ee6.jpg', 'checksum': 'a71b353f215d955b87c0c95f601a0a78'}]",£21.36,Arena
http://books.toscrape.com//media/cache/79/47/79478ba5ab673fbdfe79a745a14fb9de.jpg,"[{'url': 'http://books.toscrape.com//media/cache/79/47/79478ba5ab673fbdfe79a745a14fb9de.jpg', 'path': 'full/47285a4acd7d63e14d8abb6cd1b2574cc3c38284.jpg', 'checksum': '00b29ce00b185948f384d7d9c7cbefef'}]",£16.34,Daredevils
http://books.toscrape.com//media/cache/c8/06/c806501c08d2b2cd72f2362a3da6ab80.jpg,"[{'url': 'http://books.toscrape.com//media/cache/c8/06/c806501c08d2b2cd72f2362a3da6ab80.jpg', 'path': 'full/2d4465fd52cca0525321d487bcabb5fafe9cee0a.jpg', 'checksum': '813052261dcd55b452ff458d4221159a'}]",£48.49,Grey (Fifty Shades #4)
http://books.toscrape.com//media/cache/d3/26/d326484793116ccc786957d31e4fe912.jpg,"[{'url': 'http://books.toscrape.com//media/cache/d3/26/d326484793116ccc786957d31e4fe912.jpg', 'path': 'full/aed57ca20a05f325e4530c78d392b1784fa7ad48.jpg', 'checksum': '7fd1d496b8c3127b80242fe1a3ba3c40'}]",£56.27,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle
http://books.toscrape.com//media/cache/26/ff/26ffcda626a5561e483afa19b58db8ac.jpg,"[{'url': 'http://books.toscrape.com//media/cache/26/ff/26ffcda626a5561e483afa19b58db8ac.jpg', 'path': 'full/de0dcd48cfae8e7afba95cb9175175082e25e4ca.jpg', 'checksum': 'e8d083a8c3b2ed7b15584103f19df014'}]",£40.85,Lab Girl
http://books.toscrape.com//media/cache/fc/8c/fc8c996d0976a29c5c37bc11923a02f1.jpg,"[{'url': 'http://books.toscrape.com//media/cache/fc/8c/fc8c996d0976a29c5c37bc11923a02f1.jpg', 'path': 'full/dba4e2d5859088efdf6b4494cfeb8442a4cebb83.jpg', 'checksum': '9290119f9ce136ae7a976e277b8cc914'}]",£51.34,"Exit, Pursued by a Bear"
http://books.toscrape.com//media/cache/9c/84/9c845ad6a9d4ecf44d53ac0e3b8f54ae.jpg,"[{'url': 'http://books.toscrape.com//media/cache/9c/84/9c845ad6a9d4ecf44d53ac0e3b8f54ae.jpg', 'path': 'full/a301955782c03d7edd28cb4b83e6ba2803b5f38e.jpg', 'checksum': '0da389e6ef9d06288f2c8d70d318da8b'}]",£20.46,Keep Me Posted
http://books.toscrape.com//media/cache/88/b4/88b464746c5882cc605827a0521ddcea.jpg,"[{'url': 'http://books.toscrape.com//media/cache/88/b4/88b464746c5882cc605827a0521ddcea.jpg', 'path': 'full/8ad57b2d4af7d72d272d62542b441d40a212d962.jpg', 'checksum': '45c361f86b147693239c7ddb0ad7541f'}]",£16.89,"Mother, Can You Not?"
http://books.toscrape.com//media/cache/8f/26/8f269de5ec7cef02e538eb0466c68f0c.jpg,"[{'url': 'http://books.toscrape.com//media/cache/8f/26/8f269de5ec7cef02e538eb0466c68f0c.jpg', 'path': 'full/5b6799a6c809fb5878b3c8b76521791de32ebd70.jpg', 'checksum': 'f865ee3737d1ffa65b26cc4ba8c3adcc'}]",£45.14,Lies and Other Acts of Love
http://books.toscrape.com//media/cache/9b/1a/9b1a03d05c16c71050daefad8840ec91.jpg,"[{'url': 'http://books.toscrape.com//media/cache/9b/1a/9b1a03d05c16c71050daefad8840ec91.jpg', 'path': 'full/be283f31a0a318c5ac103efddd648de47416cc9f.jpg', 'checksum': '6882662a19fd588b13288c2e3e0c1302'}]",£13.34,Mothering Sunday
http://books.toscrape.com//media/cache/61/7b/617bd5deaa5ea47ae717cb81c9a81ce8.jpg,"[{'url': 'http://books.toscrape.com//media/cache/61/7b/617bd5deaa5ea47ae717cb81c9a81ce8.jpg', 'path': 'full/4098bddd71fada3f0baec7c7a2e5fa34f741041b.jpg', 'checksum': 'f1e3b42d9c4ba37c67a632fca7ab70e6'}]",£10.41,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond"
http://books.toscrape.com//media/cache/c0/80/c080a1626edf581b780420db13e7b074.jpg,"[{'url': 'http://books.toscrape.com//media/cache/c0/80/c080a1626edf581b780420db13e7b074.jpg', 'path': 'full/9104179f4ef034814a0f54bbf4596bf9aa566749.jpg', 'checksum': '511e5867137f33ef683928fdeabd8885'}]",£17.28,Lilac Girls
http://books.toscrape.com//media/cache/f0/9f/f09fd4a3200b94db86364f308ac02530.jpg,"[{'url': 'http://books.toscrape.com//media/cache/f0/9f/f09fd4a3200b94db86364f308ac02530.jpg', 'path': 'full/295ecce1b9dce79479ec6f38a255812b60535122.jpg', 'checksum': 'dac3dd90aa5e4e1e779a4b96631672df'}]",£27.18,M Train
http://books.toscrape.com//media/cache/9c/2b/9c2bdd3040938c144345a115fb906562.jpg,"[{'url': 'http://books.toscrape.com//media/cache/9c/2b/9c2bdd3040938c144345a115fb906562.jpg', 'path': 'full/5ad43a44f1f5ff5106fe10abbf439566cf748a55.jpg', 'checksum': 'cff5d468d257ecfa39c1daccbbec0f53'}]",£43.68,Dress Your Family in Corduroy and Denim
http://books.toscrape.com//media/cache/0e/ea/0eea83f8c3d5d3bf8538f046e2a4c67d.jpg,"[{'url': 'http://books.toscrape.com//media/cache/0e/ea/0eea83f8c3d5d3bf8538f046e2a4c67d.jpg', 'path': 'full/a38f420134017b08685ee43f4eb430f6763ea1bf.jpg', 'checksum': '42683fea8739b3993b60b28bd8886a2a'}]",£33.23,Don't Forget Steven
